update_id,seed,domain,N,c,B,kappa,selected_ids_sha256,selected_ids,initial_f0_fingerprint,Fk_fingerprint,S_F0,S_Fk,S_D,fast_teacher_query_count,fast_pseudo_label_count,fast_operational_example_count,deep_teacher_query_count,deep_pseudo_label_count,parent_state,U_F,U_D,rho,V_F0,V_Fk,DeltaV,Omega,H,DeltaV_local,DeltaV_cross,current_preferred_action,total_value_preferred_action,integration_changes_decision,frontier_equivalent,F0_ba_photo,Fk_ba_photo,D_ba_photo,DeltaV_contribution_photo,F0_ba_art_painting,Fk_ba_art_painting,D_ba_art_painting,DeltaV_contribution_art_painting,F0_ba_cartoon,Fk_ba_cartoon,D_ba_cartoon,DeltaV_contribution_cartoon,F0_ba_sketch,Fk_ba_sketch,D_ba_sketch,DeltaV_contribution_sketch
seed0_art_painting_N25,0,art_painting,25,0.0,1,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7343846467626066,0.0463841729412372,0.8449687421079866,0.842177434263964,-0.0027913078440225947,-0.0027913078440225947,-0.049175480785259795,0.004212913235469656,-0.007004221079492251,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.007004221079492251,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.0,2,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7343846467626066,0.0463841729412372,0.8449687421079866,0.842177434263964,-0.0027913078440225947,-0.005582615688045189,-0.05196678862928239,0.004212913235469656,-0.007004221079492251,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.007004221079492251,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.0,5,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7343846467626066,0.0463841729412372,0.8449687421079866,0.842177434263964,-0.0027913078440225947,-0.013956539220112973,-0.060340712161350174,0.004212913235469656,-0.007004221079492251,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.007004221079492251,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.0,10,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7343846467626066,0.0463841729412372,0.8449687421079866,0.842177434263964,-0.0027913078440225947,-0.027913078440225947,-0.07429725138146315,0.004212913235469656,-0.007004221079492251,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.007004221079492251,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.02,1,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7143846467626066,0.06638417294123722,0.8349687421079866,0.829518556998908,-0.005450185109078576,-0.005450185109078576,-0.0718343580503158,0.004212913235469656,-0.009663098344548177,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.009663098344548177,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.02,2,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7143846467626066,0.06638417294123722,0.8349687421079866,0.829518556998908,-0.005450185109078576,-0.010900370218157152,-0.07728454315939437,0.004212913235469656,-0.009663098344548177,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.009663098344548177,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.02,5,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7143846467626066,0.06638417294123722,0.8349687421079866,0.829518556998908,-0.005450185109078576,-0.02725092554539288,-0.0936350984866301,0.004212913235469656,-0.009663098344548177,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.009663098344548177,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.02,10,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.7143846467626066,0.06638417294123722,0.8349687421079866,0.829518556998908,-0.005450185109078576,-0.05450185109078576,-0.12088602403202298,0.004212913235469656,-0.009663098344548177,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.009663098344548177,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.05,1,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.6843846467626066,0.09638417294123724,0.8199687421079865,0.8145185569989081,-0.005450185109078465,-0.005450185109078465,-0.10183435805031571,0.004212913235469656,-0.009663098344548177,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.009663098344548177,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
seed0_art_painting_N25,0,art_painting,25,0.05,2,0.0,dee732043ba7827f5bde5971b0229c18d8ace9e36ad2af77663709baaa155682,"[127, 177, 262, 288, 383, 453, 468, 480, 683, 871, 884, 997, 1002, 1017, 1123, 1159, 1323, 1367, 1425, 1610, 1673, 1709, 1753, 1767, 1983]",3a64947e1a02c2eb9fd0c5643db3f9d1d97cca732c82736e671eccbbe2a9daa0,77de8c4794c29ec9dc76aaf2b3ed144cb9913e9e0c8c978cf105cebbdf45ca49,"{""art_painting"": 0.7807688197038438, ""cartoon"": 0.8264626651100564, ""photo"": 0.9095446607761879, ""sketch"": 0.7358034882760661}","{""art_painting"": 0.7976204726457224, ""cartoon"": 0.7878102717318637, ""photo"": 0.9001521384724944, ""sketch"": 0.6932764222897718}","{""art_painting"": 0.7343846467626066, ""cartoon"": 0.7984457807920874, ""photo"": 0.9696795044800766, ""sketch"": 0.8029639791379696}",0,0,25,25,25,F0,0.7807688197038438,0.6843846467626066,0.09638417294123724,0.8199687421079865,0.8145185569989081,-0.005450185109078465,-0.01090037021815693,-0.10728454315939417,0.004212913235469656,-0.009663098344548177,F,F,False,False,0.9095446607761879,0.9001521384724944,0.9696795044800766,0.0,0.7807688197038438,0.7976204726457224,0.7343846467626066,0.004212913235469656,0.8264626651100564,0.7878102717318637,0.7984457807920874,-0.009663098344548177,0.7358034882760661,0.6932764222897718,0.8029639791379696,0.0
